title,rate
is yaksaniyat se_picha churane ke_liye inho_ne baqaida actors studio mein acting ki taleem_o tarbiyat_hasil kli,1
jis ke_bad film bus_stop mein in ki dramatic acting ko_naqadon ne bohat saraha aur marilyn golden_globe award ke_liye nominate hui,1
marilyn ki zindagi ke kae_saal dard mehromiyon aur tarah tarah ke nashaib o_faraz se_ibarat hain aur in ke interviews ya_sawanah hayat_mein in ka_zikar aata raha_hai is liye sex_symbol kehlane ke_bawajood logon ke_dilon mein in ke_liye aik khaas qisam ki hamdardi bhi maujood rahi jis mein aihteraam ki_aamezish thi,1
mein base ball ke player joe_dimaggio se marilyn_monroe ke romance ke bohat charche_rahe,1
january_ko marilyn_monroe ne in se shadi kar_li aur honey moon japan mein guzara,1
marilyn_monroe apne_shohar ke business mein bhi hath batati rahi,1
joe_dimaggio se bhi_divorce ho_gai lekin maggio ne_wafa ka rishta marilyn_monroe ke inteqal ke_bad bhi barqarar_rakha aur years tak wo week mein martaba marilyn ki qabar par rose rakhwate rahe,1
wo apni bazla sanji hazir_jawabi aur dilchasp jumlon ki_badaulat kisi bhi function mein jaan_daal deti_hain,1
ab inhe aik aur aezaaz_hasil hua hai,1
is cook ne steven ki harkaat mein gher_mamoli phurti dekhte_hue steven ko martial_art ki bunyadi technique sikhai,1
jis ke_bad steven_seagal ne_martial art ki qisam aikido ki_baqaida taleem lena_shuru kar_di,1
steven bhi apne_walid ke_sath japan chale_gaey aur wahin par martial_art ki training lete rahe,1
yahan_tak ke steven ne se grade tak ki black_belt hasil_kar li,1
inhe white leather ka bruce lee kaha_ja sakta_hai,1
jin ke_sath steven aik_bar phir japan aa_gae aur in_dono ne shadi kar_li,1
tahum_inho ne apni likhi hui story par film_banane ka_faisla kiya aur_yun mein in ki pehli_film above the law release hui,1
jo box_office par_hit sabit_hui,1
is ke_bad steven_seagal ki lagataar films_box office_par kamiyabi ke jhande garhne meinkamiyab rahin,1
yeh tajurba kamiyab raha aur in ki films mini_screen par pasand ki jane_lagi,1
inho_ne qanoon nafiz karne_walon ke_sath kae kaam anjaam_diye hain,1
ustad bare ghulam ali_khan ne mosiqi ke tamam raz master_inayat hussain par wa kar_deye aur un ki khososi tawajah ne master_inayat hussain mein ese roshni paida ki jis ka_izhar unhon_ne apni filmi mosiqi mein is_tarah kiya ke un ke banaye howae geet amar_ho gaye aur aaj_bhi sune walon ke kanon mein ras gholte_hain,1
mumbai aur kolkata_ke mukhtalif theateron mein kaam_kiya aur_neem classical gaiki mein un ka_naam bare ehtaran se leya jane_laga,1
master_inayat hussain ne in gramophone companies_mein nihayat umdah aur arfa kaam_kiya,1
aaj jab ke nifs_sadi se_ziyadah arsa ho_chukka haihawwa e nobahar ki tarah is ke_subuk jhunke mashor kun hain,1
malka_e mosiqi_roshan aara_begum ki gai hoi thumri ho ya dadra ya_phir malka_e phukhraj jesi sahib e aslob maghniya ki gai hoi ghazal master_inayat hussain ne har sif e_mosiqi aur har_fankar ke_sath pora pora insaf kiya,1
apni uhad ke nihayat_pur soz aur surile golokara zenat begum ke gale se ese ese urdu aur_punjabi geet gawaye jis ki missal milna mushkail hai,1
master_inayat hussain ne gramophone company ke_sath taqreban baras kaam_kiya is ke_bad mein un ko aik punjabi_film akamlia mili jo lahore hi mein taiyar hoi,1
is_film mein master_inayat hussain ne ustad barkat ali_khan se bhi geet gawaya tha,1
qayam_e pakistan ke baad un ki pheli_film ahichkolea thijo mein_numaish ke_leye pesh hoi,1
is ki_wajah ye thi ke wo_dheme mizaj ke insan the aur kaam apni lagan se karte_the,1
dosri aik wajah ye bhi thi ke wo ziyadah_tar nagme ragon mein banate the jis ke_leye waqat aur mehnat darker hote_hain,1
yehi_wajah hai ke film aanar kalia mein anwar_kamal pasha_ki jald_bazi ki_wajah se master_inayat hussain ne teen nagme compose karne ke_bad anwar_kamal pasha ko jawab_de deya kyun_ke wo kaam jaldi chahate_the aur master_inayat hussain apni tabyat ke_mutabiq kaam_karna chahate_the,1
un ki tarteb_di hoi mosiqi mein film agum naama mein iqbal_bano ka gaya howa geet apayal mein geet hain cham cham kea na_sirf zaban e_zad e_aam howa balke iqbal_bano ko bhi shuhrat ki bulandion par le gaya,1
bol the aulfat ki nai manzil ko chalaa is_gane ne bhi us_dor mein_tehalka macha deyaaur zaban e_zad o_aam howa,1
film aishq par zor nahia ka ye geet sun_kar bhi log jhoom_uthte hain adil deta ro ro duhai kisi se koi payar na kare,1
ye film_box office_par super_hit thi,1
is ki mosiqi itni lajawab thi ke mala_begum ki pehchan ban_gai,1
is_film mein mala_begum ne itne khubsorat geet gaye ke aaj_bhi logon_ko bhale lagte hain,1
master_inayat hussain ke se tak ke dor ko aap aik sunehri dork eh sakte_hain,1
jis mein unhon_ne khubsorat naghmat takhliq kiye,1
koi geet ya ghazal rag malkonas malhar pahari aur je je winti mein hai kahein bheron hai to kisi mein darbari ka teez aahang hai aur ye turra e_imtiaz sirf master_inayat hussain ka hai,1
aap tamam golokaron se mehnat karwate the is_leye un ko mushkil mosikar bhi kaha_jata tha,1
is_doran bhi khubsorat kaam_kiya,1
is dor mein un ki shuhra e afaq film amola jaata bhi_shamil hai jis ne pakistan ki_tarikh mein record business_kiya aur sab_se ziyadah cinema haalon mein_numaish pazeer rahi,1
master_inayat hussain ne ghair filmi ghazalen aur geet bhi compose kiye_jin mein inayat_hussain bhatti munawar_sultana malka_e pukhrajdilshad begum aur malka_e mosiqi_roshan aara_begum ne awaza ka jadu jagaya,1
inhe agar husun ka majmooa kaha_jae to be jana ho_ga kyun_ke aisa_lagta hai ke qudrat_ne tamam_tar khobiyan in ke paikar mein yakja kardi hain,1
tahum_in ki shohrat mein in ki fankarana_salahiyaton ka bhi barha dakhal hai,1
kyun_ke wo acting ke_sath fun e raqs mein bhi apna jawab nahi_rakhti,1
behar_e taur isi minute ke dance ki_badaulat wo mein kae hit movies ke_sath south film_industry ki barhi star_ban chuki thin,1
jaya ko bohat se aise kirdar mile jin_mein inhe acting ke_johar dikhane ka_mauqa mila,1
jis mein raqs ki khudadad salahiyatein thin,1
yeh khasi glamorous film_thi jis ke raqs o naghmaat ne charon taraf aik dhoom_macha di_thi,1
is song par jaya_prada ne bohat kamal ka raqs kiya,1
tab jaya ne_hindi seekhna shuru ki aur_bollywood film kaam chor mein rawani ke_sath hindi bolti hui jalwagar hui,1
sharabi bhi super_hit film_thi,1
jis ka aik song is_qadar maqbool_hua tha ke is ke bolon ki bazagisht aaj_bhi suni ja_sakti hai,1
amitabh_bachan aur jaya_prada par filmae gae is_gane ke bol kuch yun the ke inteha ho_gai intezar ki aai na kuch khabar mere yaar kia film_sharabi mein acting ke_sath jaya_prada ki raqs ki salahiyatein urooj par nazar_aati hain,1
lekin jaya_prada ka fun amitabh_bachan ke chaa jane_wali shakhsiyat ke_saamne jaise kuch aur nikhar kar samne_aaya,1
khas_taur se film_sharabi ke aik intehai maqbool gane mujhe nau lakha manga de rey o sayyan dewanea par raqs_karte hue wo bilashuba_apne fun ke joban par nazar_aati hain,1
in ka yehi image us_waqt bohat kaam aya jab_inho ne siyasat ka_rukh kiya,1
jaya_prada ka_shumar aesi khush qismat khuwateen mein hota_hai,1
jinhe umri se he apne husun ka ehsaas ho_jata hai,1
tahum mein jab saal ki_umer mein jaya_prada ne siyasat mein_qadam rakha to in ki filmy masrofiyat kam ho_gai aur wo pukhta qisam ke role muntakhib_karne lagi,1
mubarak_ho but all employees may labassistant bhi to a tay hai on k kay ho_ga plz_help of all labassistant,1
allah_pak hidayat_dy is kop koinhain samjana muskhal hay,1
allah muaaf kare,1
ahreee umeed imran_khan,1
bohat khob ala khobsurat zaberdast lajawab,1
khan sb the_great,1
zabardast mam ji,1
yeh_baat na pasandeeda siyasatdaan k_liye hainawaz shareef k_liye nahioomeed hai samajh gaye hon gey mera matlub,1
jo kaam ziyada chalta hi wo hi batana hi,1
allah_hadayat dey hamey aur hamerey leader sabihan ko be,1
bohat_umda good advice,1
nice bohat_aala dr khan,1
allah_rehm kare,1
boht_khoob,1
phar kisa khush raha jub dil ma khushi nahi ha,1
waqai cream hi to hai jo sab chupakar acha dikha ta hai,1
qeyamat say pehlay qeyamat,1
ya_allah shami musalmano ki_madad ferma,1
love_this song,1
ye meri bstie ka dmg haim i ryt hihu,1
wah_wah wah !_! bari_baat hai,1
wah_wah wah,1
ya_elahi ya_elahi !,1
khoobsurat alfaz ka_chunao,1
beshak wo zaat bht azeem hy,1
buht aala,1
khudari aur emandari k alaa namoony,1
hansna tha is py not funny_n good morning,1
bhai tu kab aa_raha hai lene mars nhn jana kya,1
master of muk muka,1
plz reply ab umeed hai bhai yahi ans ho_ga k ap k pass fzool bato k_liy time nhi hai,1
apki batain hi apki zehni haalat ki_nishandahi karti_hain hamain koi hero bannay ki_zarorat nahi hay majority employees jantay hain hamari karkardagi aur karkargadi se meri muraad facebook_par batain karna nahi hay balkay on ground struggle hay dunya dekh_rahi hay ap dekho ya na dekho koi_farq nahi parta,1
apca_pakistan dear brothers ap ko yaha fight_ki kia_zroort hai agr kisi sy koi wrong_post share hooi to woh us ko delete_kr dy ure mazrt k ly laken ap_logo ki apas ki larari main na ap ka_faida hai ure na employees ka shaid inhi cheezo sy to hamin kamyabi nhi milti i_m from a public sector orginazation but_still with_u apca_pakistan,1
problem yeh hay k frustration ko agar istemaal karna hi hay to sahi jaga istemal karain protest aur strike ko kamyab karain tabhi government majboor hogi apas may larnay se kabhi_kisi ko koi_faida hua hay,1
aco nd co ne kia kasoor kia jo un ko hamesha nazarandaz kia ja_rha hai kia ye govt emply ya apca me nhe aaty,1
azad_kashmir government ko b yeh notification adopt ker lena chaiea ta k ak main b khushi key lehar ho our malazmine road pey na aain,1
sb_sy pehly to aap apni language mind kren me aap jnab kr k mujhatib kr_rha hoon or aap too tarak waly lehjy me baat kr_rhy ho doam ye me alhamdo lillah merit pr me bharti hooa kisi ka haq maar_kr ya sifarish_ya paisa dey kr kisi ko peechy dhakel kr nahi_aaya or agar proper tareeqy_sy advertisement kr k test_interview k_through bharti krty to koi jwaz tha inhon ny to apny zati driver guard waghera bharti kr k apny_ghar me rkha or jb vhaly gaey to doosry mehakmon pe apna boajh daal gaey ab b aisy ma mba pass log_hen jo ya hzar pr guard ki_nokri kr_rahy he q k in k pass kisi ppp wazeer ki_sifarish ya us tk pohanch nahi thi,1
yaar me ny_pehly b kha k jinhon_ny formalities complete ki hen baqaida interview test or jaiz tareeqy_sy aaey hen hmen un pr koi_aitraz nahi hm ye sifarshi or na_ehal logon ki baat kr_rhy hen me_ppp daur k kuch logon_ko janta_hoon jo k intahaee nikammy_hen lekin achi poston pr hen_or un ulloo k pathon ka kaam hmen krna parta heq_k unhen to kuch nahi aata ya_phir wo sifarish kerwa kr ghar_baithy salary lety hen_or kaam ka boajh hm_pr prta he,1
acha to pmln k_under to pakistan na bht taraki ke ha,1
wah_wah wah larki allah tumh aqal de,1
apki soch ko topo ki salami,1
itny pese khrxh krny k_bd b aam hi lg_rhi hyshkl achi ho to insan kci b dress m khubsurt lg skta_hy,1
even geo news give full coverge to this news by highlighting that pm k beta ki shadi pay sadgi ikhteyar ki gae,1
kia sadgi hai bilkul sunnat ke_mutabiq pakistan ke ghareeb_logon ko chahiye ye sadgi apna en,1
yahan ni kch poch rha to kya hua jahan hamesha k_lye jana hai wahan to pakar hogi na is pakar se zyada us pakar mein bt hai,1
that_s one function saadgi,1
yh saadgi he tw h jo wala he lg_rha h lhenga,1
apke liyehe is good di ama,1
behan faraz manan ka lehmga pehne wle saaade se to log hnlng ka chota_sa to ghapla hai ita to acha hai,1
agr yeh sadgi hai to is saadgi sy allah bchaye,1
etne pesoon main to ksi gaoon dehat main acha ca school benskta tha,1
thank_you for sparing some time from indian_film industry !,1
such_a great_personality,1
who cares about him he might be a good actor but_not a good_muslim and dont like pakistan,1
oh ho,1
very_good bro_nice,1
what_about peshawer metro costwhen you point finger to others three of_your fingers were being pointed towards youwhat about billion tree tsunami and mines in kpk which are being leased to jahangir tareen and asad umar and senate_election which imran himself confessed that pti mpas were sold,1
tere paida hony ki_waja b shehbaz shareef hai chutiye,1
the_best match yet of psl / thriller and full of effort good play multan and well played by quetta y,1
good played,1
super match,1
v_good,1
islam mubarak,1
that is fast time good_news,1
ppp ab astiblashmint ki wafadar kutia bn gai hyzardari dako hr us ko nikal rha_hy jo astiblashmint ko pasand ni,1
yeh he jamhooreyatlanat zardari tery shakal perkiss ko khush kar rehay ho,1
pti_walon ko new guru zardari mubarak_ho,1
goood ri,1
very_good,1
subhan_allah beshak,1
keep_it up pia its good for friendly environment,1
good job,1
great_work pia pakistan zinda_bad,1
i would_love to learn this_art,1
wow great talentmasha allah,1
great_work,1
very_good g,1
i_love this_art,1
shukr_h k kisi ko masoom bchho ka to khyal aya weldon punjab_food authority,1
aap apna nambar do mojza hazrat mohammad ka wal mubarak yemire nambar wazeer abbas,1
horse trading to norml bat_ha imran_khan ne senate_election k_liay pori pti zardari ko bech di ha,1
asooloon p soda na krna_pakistani idaron ki mazboobi aur khushhaali ki illamat hay self made qanoon poori qoam ki barbadi hy theme k_baad thesis mn hero ka_name batain pakarmy in each field/ task winner,1
pak_army zindabaad,1
pak_army zindabad,1
allah ka shukrr ada karoobasbuhat karamat hai allah k k ye apni takmeel tak pahunch gaya,1
thank_you nawaz_shareef,1
shukran allahthank you_nawaz shareef i never liked him before thank_you my china the_great,1
masha_allah thanks allah almighty and then thanks_pak army,1
tank s pak_army,1
pak_army zindabad and live long,1
good_news,1
thank_you pa k army,1
thanks_pak army,1
good g,1
achy khaber hai,1
deeer ala_yar,1
tu moulana hy ya koi mughamaaa hy tery islam ko ne samaj saka ne siasat ko merey nabi ka islam aisi to ne thi k qatil se b dosti or maqtol se b hamdardi,1
q k nawaz ko pta he k men senate men bari jamat hony k bawujud hara hova hunnawaz ne sirf raza rabbani ki hamayt ka kaha lekn zardari ye ni chata k kal ko nawaz ye na kahy k pmln ki_hamayat the tb senate chairman bna ppp ka,1
ya choor hea par koi cease nahi es par wah tare shan,1
imran_khan is the_best and the_great leader zindabad imran_khan is the gud person,1
great addition for pti,1
very_good wellcome,1
love_u khan,1
pti kabhi bhi nei jeet sakti,1
good pti,1
haq ki_awaz imran_khan,1
v_good razahayat,1
good_good good_good good_good good_good good_good good_good good_good good_good good_good good_good good_good good_good good_good good_good good,1
oh_sorry saman apko tag nahi karna tha,1
wrna amma ne kaam pe laga_dena hai,1
jani i_m brown i_m light brown sardiyoun mein and dark brown garmiyoun mein also broke / so yeah,1
ye figure maintain kiya_huwa tm pakistani larkiya kya jano tm_logo ko bus_ek kaam har_waqt moun me khana tooosna moti bhensoo sharam_kro kuch we_love slim girls not fat,1
hahahahahahahahahahahahahahaha ohhhh great,1
kn chintooo aa jedii shadii joi a,1
acha ye kya_hota,1
phuppo hi ni meri,1
acha ye km shuro kr_dia ab,1
acha_tell thn,1
tumari_shadi saal_baad hogi wo b achanak kisi czn se,1
hahah meri koi czn ni meri jitni saal_baad ho ni skti q ka abhi university ma b_ni gya,1
ye mazak nai haqeeqat ha,1
par main ne shadi karwa di ye he bhot ha warna tum abi_tak kunwari he_rehti shukriya bolo mujyb,1
saal_baad jab apki job achi hogi larkiyon k rishtay ayein gy czns k par ap bahir kru gy,1
meri b shadi krwao huhhh,1
khana me khud garam karlunga,1
hahahahahha acha nhi ho_ga,1
ameennallah zuban mubarak kre,1
ary wah u pamist,1
umeed kis se lagayen,1
main aisa nai hon i_am shareef larka,1
haha abey ala bachodi pel di,1
jani aap naye aaye hain market mein humain to saal honay_walay hain d,1
lololol video ka caption parh_lijiye dost,1
allah_pak janatul firdus main alla maqam day_ameen,1
khuda jnnt main aala moqaam atta frmaye,1
allah maghfirat_farmaye aameen,1
allah_pak maghfirat farmai or darjaat ko buland farmai_aameen sum aameenyou will alwayzzz be remembered in our hearts nazia,1
allah nazia ko jannat ka allaw muqaam atta farmaey,1
allah_pak apni rahmat mien jaga day aamen,1
allah_pak apni rehmat farmaye amen,1
allah insaf karna wala ha,1
end_pe kamal kar gai,1
inshallah zaroor,1
mujay sb say_zyada wo pasand i thi,1
bht_alaw sab_say fit wo awaz ha kuray wala,1
meri eid,1
a_great page bhttt awla luv u_all guys,1
love uh,1
love_you to,1
apki eid,1
hahaha meri_story,1
ye achi a nimra esy sponser mardo,1
hahaha dear proper dupata kr_lo very_good video,1
sohaib hussnain mny nangi larki nyi dekhi us ki acting dekhi wo achi_ti funny ti or achi_ti hm muslman_hy hmy islam ki baat krni_chahye tmri tarah nyi soch samjh kr bakwas kia kro,1
video bht_ala h yar a,1
haahhahahahahahaah tera b yehi hal he,1
lannat ha har os dost peh jo eid k din b ap ko time na dai apna,1
ye tou meri eid kay bare me hey,1
ahhaha last seeen kammmaaaaaalll hy_haqeeqat hy,1
dekh bc_ye meri_story bss isi lye iss eid socha rehn dy,1
hahha sabar kar allah sabar_karna walo ka sath ha,1
izzat ke lyek ho tou du na,1
bx baji diso tha hal,1
hahahahahahahahahahahaha kamal_kr di hahaha,1
tera yh hal haina jbi tu rdy na hoe,1
sahi keh_rhi ho ix ka yahi_hal ha,1
yr tmtw wese_hi pyary ho,1
hahahahahaha koi aye na_aye end wala mehmaan laazmi aata_hai,1
jani you h,1
hahahahhaha alla yr,1
hijab style,1
lol thanku_so much for clarification week ago we both were talking about this style,1
tera ay haal hunda aa,1
hahahha hn yrrr asa he ho ta hn har eid par,1
mre jse suhki haibqi e se achii guzrii eid,1
meri_story,1
haqeeqat aa,1
acha matlab fiza ki eid pictures m hi hoti_h,1
guzar_gai eid aik_dosry ka intazar krty krty,1
is liye toh eid enjoy_kr rahi hn,1
this_is how i spend my eid every_time,1
muneeza our second day of eid d,1
shadi say phelaye ki eid aisi hoti_thi,1
koi_hal ni,1
eid_mubarak pakistan,1
wah bhei acting achi hy,1
mery hair style k_sth b_yhi sb hua koi aya e ni ghr d or phly e khul_gya sara,1
aisi boring eid tau sachii meri hoti,1
leken is eid_pr me teno din apni frndzx k_ghr gai_thi,1
meri eye brows ni bni hui,1
kbi laye ga khuda ham py b acha waktt,1
merii nai guzartii esii shukar_ha,1
this_is your eid,1
tmhari eid,1
hm toh har eid_pr milte hen pr ajkal,1
khair_mubarak apko_b mubarak,1
you look good admin,1
eid_mubarak janab and to all,1
kamal_kr dea panday g,1
alaa bani ha,1
thank_you thank_you,1
thank_you uroosa,1
wow the video is awesome perfect masg for_all pakistanies,1
great video great_message,1
great_work amazingly done and great_message good_luck to team spread the love and peacepakistan zindabaad,1
great_message yr,1
good_work nimra,1
great ideabut ordinary categorizations is a greatest threat to the unity of pakistani people,1
boht zaberdast video ! the_best video ever,1
a very_good video with_a deep message keep up_the good_work y,1
great_work,1
excellent bhaio good danish khan !,1
i_love pakistan,1
great msg_keep it_up,1
great effort,1
wah yr_bht zabardast,1
pakistan_zindabad love_you pakistan,1
good_one,1
good idea,1
video k_bgair kaam chal sakta,1
awww aoi thank_you thank_you,1
saalgira_mubarak,1
hahha wife ha yea agentitni shaakie d end_of it its funny,1
lekin bijli kharaknay ki_awaaz nahi arahi,1
bijli kharakti hai xd,1
owsome work and awla editing sharp very sharp perfect /,1
kamal dost,1
haha awsm video kzn good_one,1
ha ha ha ha ha nice msg ha ha ha omg super,1
love_it,1
oh_no ! bhul gaye humye bhi use_kr leni chahye thi,1
cute p,1
wah he_was the person behind the camera,1
thank_you the video has been uploadeddo check it out,1
amazing maza aha gaya daikh_kr bhi,1
hahaahahhaau achi hy keeep it_up,1
hahaha good try,1
oh wow beautiful,1
hahaaa good_one,1
great job,1
ab_esy real face exprtn ma maza atha haia k over_acting ma,1
nice but funny,1
happy_eid in_advance namra,1
thank_you so_much same_to you ! d,1
thank_you so_much,1
my pleasure make some video on mother love_it will_be gud to see from_u people,1
thank_you very much,1
haha thank_you so_much,1
hahahaha level hogya all sopaholicks can relate to this_video and_i hope next_time they will_be found saying nahe nahe ye ap le lein me kuch or le leti hoon ps eid_mubarak to you_too in_advance,1
hahaha bilkul perfect naqsha khencha,1
lol thank_you so_much,1
when some cute gals give such_a beautiful message you can_t scroll down without liking it,1
nice advance happy_eid mubarak to nvinez team and_all members,1
thank_you same_to you,1
yar wo jo start may left wali bandi hay na bari kamal hay cute,1
hahaha thank_you g,1
eid_mubarak ho ge,1
kher mubarak,1
shukar dangl nahi howa,1
bht_alaw,1
thank_you so_much,1
good_work as_always,1
good msg_keep it_up,1
acha kaam kr_rhy ho bachoon,1
start video so funny but last nice message,1
great inspiration,1
wohooo just_love itps that phupii ka walima cracked me up,1
you creative lady chah gyi really bht_bht acha likha_hy i couldn t read last three lessons but jtna prha it gave me a lesson k doosron ki jeet sy b seekhna chaye aur haar sy bhi y your thoughts are sooooo amazing every_time with_a new n wonderful idea n i really love_this one keep shining,1
ab allah izzat rkh le batain to bht ho gaien,1
mtlb india_pak ka final me taakra nhi hona,1
tb angrez gaye to india_pak ko lara gayeab phr wohi ho_rha hai umeed hai smj nai ho_gi,1
ye chotu ka motu se zyda_acha role hota hamesha esa q,1
kamal ha yr kasam sa ye lrki bht relented ha,1
good manners,1
pehle sochna chahiye_tha good to see cricket boards taking action like these,1
the way african cops treated him iss very disappointing ! great player,1
asghar didn_t get chances and anwar ali was_good it_s harsh to name them,1
bhai wo kaptaan hai post mai pehlay hee mention hai wo,1
post mayn pehlay mention nahi tha,1
selfie master ahmed_shahzad,1
acha player ha form ma ha international_matches ma wohi scr krta nz ma b us nr kiye,1
i_love lahore_qalandars,1
abhy chal ns babr na kitna zabrdast khala ha pora psl tum_log kabhi khush na hona tul asal ma zardari jsa insan ka laiq ho,1
great day for whole pakistan,1
i_love you,1
i_love you_lahore qalandars g,1
good game bro,1
very_good lahore_qalandars,1
koi dekhy to_hamen bol kon raha hy d jin pr tars kha k hm dua kr_rhy thy k ye bhi match_jeet jayn bechary,1
aby jao na tm lahorio saalo daggay ho tm sabgadhay ka_gosht kha_kha k khud bhi_gadhay hogae holahore aj_tak psl me playoff tak nahi phnchayaha tak k shuru k do seasons me teams_k hoty hue bhi position pehi raha or ab pr agaya lanatttt,1
ny to bht umda prfomce di hytum apny lahore ki fkr kro,1
theek_hai,1
lahore love karachi hahahaha,1
true but its the league of_pakistan and_we are_proud of_it,1
i_love you_lahore qalandrs,1
bus beta bus kal tara naseeb acha tha ka saqlain haydrabad tha warna tari khair nhi thi kal,1
hahaha tu murs h to aja kl k match p zalmi_meri,1
mujy manzor h zalmi_meri a_jao,1
i_love zalmi,1
tu apna ap ko hoshyr smj rh h tha kia_pesa zalmi or tuje hum sidr side me da dta wah mor wah,1
i_love krachi,1
match ka maza_aa gya tha,1
good aaj kis team ko_support kur rahi hopeshawar gladiators,1
hahaha love qalandars,1
next season main achi team ly k ana_plz play off main bahir ni hona next_year,1
next_time trophy_apni a dont worry,1
bohat_achy,1
next_time koi bahir ka acha_fast bowler ko khelana jese k michel starc,1
styen from south_africa ko khela laay boht_acha fast_bowler hai or omer gul ko,1
love_you fawad ranaa,1
mickey arthur is_not god of_cricket team what rubbish if a player is_playing good cricket he must have given chance age doesnt matter until he is performing,1
great saying kab tk kmran family or afridi k peechay bhago just forget them nd go ahead,1
i_love your_lahore qalandrs very_good,1
its_a good decisions of micky we appreciate_it,1
lahore_qalandars very_good,1
g lahore_qalandars ok g very_good,1
lahore_qalandars i_love you_very good,1
i_love your_lahore qalandars_very nice,1
balkay sirf yahi khayal acha hai,1
i_love lahore_qalandar,1
love_you too man,1
rana_fawad sb great personallah pak_unhy khush rakhyameen,1
jo hota achy k_liye hota_ha,1
love lq uncondtionly,1
umar_akmal is_great talent kuch match mai nhi chala we hope lq end with win love to watch umar_akmal batting big fan of him in lq,1
inhsllah inhsllah our pryers and_best wishes is with our team next_time not pick up_the umar_akml becz he is_not the good choice akib jawed should knws that this man is_not good to stay ni team this squad bowling and batting very_good next_time we_won the cup and_we won_the millons fans hearts,1
i_love you_lahore qalandars_very good,1
thank_you for_your support,1
love_u lhr,1
love_you too,1
shukar_hai aqal dair se ai par ai to sahe and rana sabb we always love_you,1
psl ko he aag_lga do,1
point table par position dekho team ki worst performance dekho or baatein dekho,1
yar jeet_jana ab har k_bahir na hojana,1
match_jeet k ye b ragarny ki batain krny lgy,1
very_good lahore_qalandars i_love you,1
tournament se nikal gae hain kya faida,1
always_support you_lahore qalandars if u lose or win i_am always_support you aj ka match tu kamal ho_gya,1
bhai trophy_apni hai ye to ab mazak he lag_raha hai saal ho ge qalanders last he hoty hn,1
agli q yeh bhi trophy_apni hai behsak lahore aagly saare match harr bhi gya tb bhi final lahore ka hi hai,1
yeh jazba nahi hai hamdardi hai,1
umer akmal ko nikal dena aglay_saal inshallah_jeet jae gae,1
good_luck qalandarz damadammast,1
lahore_qalandars love_you,1
good_but it_s bad that umar_akmal is_not in the team,1
oh_no,1
ab beshak lahore saray_jeet jaye tab_bhi qualify nai kar_sakti kioon k aj_karachi jeet_gya,1
i_love lahore_qalandars or ma agy_bhi lahore ko_sport karo ga qk_lahore lahore hai g,1
sab_se pehley bowlnig kiya karoo,1
ye tu bat paki hai team thik nahi main kisi player ko ghalat nahi keh ra sab achay_hain asal_main ye sab apas_main mil ke nahi kheltay apas_main shayed dost nahi sirf masla ye hai kisi ek player ka nahi team ko team k_sath chalna chahye khair mein bhi lahore support krta_hun good_luck,1
jeet k ye match finals m pohch jao gyagr haan to pocho suggestionsidiots !_! !,1
thank_you for_your kind words and your_support really appreciate_it how you support your team in difficult time,1
meri teamnice joke,1
i_love lahore qalanders so bring akmal in for gulraiz and kale abbot in for mitchel any chance of lahore to qualify for qualifier s,1
thank_you for_your support we_will win_next year inshallah,1
no there_is a strong squad those player s are playing better_than umar_akml the teamis good we_want best opeming score or partnership today,1
itna_gusa kyun jeet to gaye ab abi_b maza nai_aya kia,1
good team,1
jis ny kal ka match ni dekha us ny kuch b nai dekha_i love lhr team,1
hum apnay matches saray_jeet jayay achay margin se or baqi teams_k matches bariish ki nazar ho_jayay,1
hhhhhhhh good_luck,1
i_love your_lahore qalandars,1
mubark_ho akhir jeet he gy,1
hahaha match_jeet k jaykant shikray ban_gya a yaaar ki masla a hahahahahhahahahahhahaha ager saray_jeet jatay to,1
lag_raha ke jeet jain_ge,1
jab_tak lahore ki shirt sey geo ka logo nahi uthy ga tab_tak nahi jeet sakta,1
very_good lahore_qalandars,1
lahore_qalandars i_love your g,1
welly plyed qalandars_love u a lot,1
love_you lahore qalander tum jeeto ya haro we_will support_you dam ma dam mast,1
i_love you_lahore qalandars,1
great_man sacha pakistanibig man,1
lahore_qalandars i_love you,1
great_man,1
he is_great manbut i_want to know he is spending much money but no planingy they didnt give chance to kyel abbotbilal asif is good allrounder y no chnce for him and many others,1
rang baz team me rakhy hue hy match_jeet jaye bari_baat hy trophy to buhat door hy,1
abhi_tk to aa_raha hai,1
abhi ka sunao maza_a rha hai,1
love_u qalandars,1
yar haq maza ana match haar geye,1
hanji bilkul apni hi aa,1
ahahahha zabardast,1
aala p,1
doston ki bharpoor farmaish pe aik_baar phr se arz_kia hai,1
a reference at memory level works same as_a pointer paiwasta reh shajjar se umeed e bahaar rakh d,1
bohat_aala,1
ravian bhai aap sohnay ho to pta_ni bongay zarur ho p is shayr main shaayr kehta hai k main chat main in likhta hu to vo int likha_jata hai aap ye keh re k aap int ki jga in likhtay ho shame_on you d,1
jab last smester main arrays parhae thyn sir told us to write down these golden lines d,1
anmol baat,1
pakistan main software engineering ka kya scope hy agr comsats ya fast se ki jae aur gpa bhi achi ho,1
offensive for the guy who works on excel d lolz d,1
bhaiii aaap apne cover faattuu ki gehri baaten smjha den,1
hahahahahaha bht_khushi hoti p,1
acha te aethe scenr ki chal rya ay_d,1
o teri_khair p isi_liye mjy programming ni pasand p,1
