description,length,rate
 allah paak is azeem hasti ko umar e khizar ataa farmayeaur deen ki tamam khidmat ka silaa ataa frmaye,100,1
 allah pak hazrat ko lmbi sehat o tandrusti wali zndgi dy,100,1
 mash allah allah paak peer shaib ko khizri hayaati dey or hameshaa khushhh rahey,100,1
 allah abd rkhe amen,100,1
 masha allah boht hi acha program huwa,100,1
 mashaallah hamary city ki kismat hy jaha ilama shb tashreef laye,100,1
 allah pak hmesha salamt rakhy ameen,100,1
 allama muhammad raza saqib sab sa appeal ha ka taheek labaik ko support kara,100,1
 kasy kasy log hain na iss dunia mainallah sab ko apni hifaz o aman main rakhyur hum sab ko neik hidayat naseeb farmaye aameen,100,1
 hazrat vedio b dala karo,100,0
 karachi kb a rhy h hazrat,100,0
 allah mery peer u murshid ko sahet o tundrusti ata farmayee or ta deer in ka syaya or khidmat deen k liyee salamat rakhy ameen,100,1
 hazrat shb k kal k juma ka topic kia hy,100,0
 jazak allah  mashaallah subhan allah is tohfay ka shukria inshaallah hazri lazmi hu ge,100,1
 live telecast ho gei ya nahi,100,0
 meray dil ki dharrkan peerzada muhammad raza saqib mustafai sahb,100,1
 is full program ki youtube link bataiye please,100,0
 ap kon ho kaha sey aayy ho ap ki kis tarha tareef ki jay mery pas alfaz nahi hai,100,1
 allah kreem in norani charon ko sada salamat rhkay ameen or har bore nazar say mhfoz frmay ameen,100,1
 mujhe fakhr haimein pakistani honmujhe fakhr haimeinpak nabi (saww)ki ummat me se honmujhe fakhr hai hamara leader (r) coasjenral raheel sharifmilamujhe fakhr hai hamenhafiz saeed jesa sacha muslim rehnuma milamujhe fakhr haihum ne chunnamuslim ki baqa k liyemuhtram rajab teyeb urdgan( turkye )mein hon pakistanmein honhur mujahid (gda)arain brothers,100,1
 kahan say paya hai ye andaaz ap nay  hamain to apna ashiq bna lia,100,1
 m qurban mery nabi,100,1
 buhat zabardast clip mustafai sahab kay please aisay adhay minute ki tarhaan kay mazeed clip b banaiye mukhtalof andaz hay loog pasand karengy mazeed,100,1
 aghe k mulqo ka dora ha ya ni peer sab ka  bhai plleez information dena,100,0
 ink jesa azeem insan many nhi dehka aj allah pak inki umar daraz farmye,100,1
 ma sha allah be shak izzaten allah deta hy,100,1
 jazakallah parwardgar salamat rakhe,100,1
 subhan allah salamat rahain ap ,100,1
 mulana shab a gy gai wapis ya waha e hai,100,0
 masha allahallah salamat rakhy apne hifazat me rakhain,100,1
 masha allah dil dil bag bag ho gaya,100,1
 allah pak apko aur izzat se nawazy ameen!,100,1
 allah pak hamare sar pay ap ka saya hamesha qaim o daim rakhy,100,1
 younan ka b dora ho gha kea peer sab ka ,100,0
 aj kal zina bohat amm hogya hai log janty bojhty karty hain uska azala bh nh karty hain fakhar sy bolte hain gunah hoa hai allah sy mafi mango maf kardega wo uska koi azab nh aega use kar ky chor dyte hen shadi kahin or karty hain allah sab ki izzat ki hifazat kary is gunah sybachay or jinsay hoa onko naik hedayaat dy azala tobah ki tofeek dy,100,0
 sansar karna kia hota he,100,0
 allaha all muslim ki muafi qabul kary or mari bhi,100,1
 ya allah mujha maf kar da,100,1
 peer shab ka number mil sakta ha,100,0
 raza saqib na sahiwal kab ayn ha,100,0
 rawalpindi kb aa rhy hain mustafai sahb any newa,100,0
 wallahi ahlesunnah k haqiqi tarjuman hain mera dil bht kharab hota tha ahlesunnah k ulema ko dehktay lekin alhamdulilah jab se hazrat ny ahlesunnah k haqiqi tarjumani ki hy alhamdulilah mein bht khush hon alhamdulilah alhamdulilah allah hazrat ko lambi umer aata karain apni hifazat mein rakhay ameen,100,1
 masha allah agar aisy insan dunya mn aor hon gy to hamen koi mushkil nahi ho gi zindagi mn,100,-1
 hum allama saqib raza mustafai or molana tariq jameel or azad jameel ko sunty hyn kuky ya kisi firqay ki bat nhe krty mohabbat daty hyn  jab ya log bolty han banday ko hosh he nhe rahta  kya bolty han bolty han to duniya kharid lyty han,100,1
 aisa lagta hy alahazrat see direct faiz mil rha hy mashallah,100,1
 allah allah kya noorani mehfil thi subhan allah masha allah allah qabool karey  dil se peer saqib raza sahab k liye duaen mangi allah qabool karey ameen,100,1
 live dekhi keya pur kaif manazar thy,100,1
 masha allah subhanallah ya allah sab ki duwa kabul or mazur farma ameen,100,1
 allah paak aur ziada izzat dain apko,100,1
 bhai is ki video b kar dy jasy ap choty choty main clip banty hain,100,0
 koi bhai baty ga yeh gujrnwala mein mehfil hui hai ,100,0
 mashah allah allah kreem qabool frmay,100,1
  news pr live khitab ho ga ya recoded,100,0
 kia bat hai g apki,100,1
 masha allah buht acha pogram hova ha,100,1
 masha allah naseeb wala ha wo log jo is mafal ma sharkat kra ga,100,1
  ;) kabhi kabhi mere dil mein tera khyal ata hai ;)  :/ crackers botter ;) naeem tariq tk <,100,1
 aawaz bohat kam hy,100,-1
 koi whatsapp group hai allama shb k video tu kindly ye nmbr add krdien,100,0
 kaash yeh hamare hukamrano ko bhi samajh aa jae aur adlia ko bhi allah hum sab per raham farmae aameen,100,1
 download karo aur bhejo mujhy,100,0
 bohat hi kharab editing ki hy,100,-1
 beshak ye baat saqib sb nay ki hy per editing say lag raha k kehnakuch chah rahay they aur editor nay kuch bana dia,100,-1
 saqib raza shab ka you tube channel kia ha,100,0
 aameen mere azeem rab,100,1
 phir jadu kyu hota h,100,0
 ya to sach k allah jo chhata h wahi hota h allah to kise k bura nhi chahta phir log kyu jadu kerty h ya allah ki merzi h kya,100,0
 ager aap koi bat phochni ho ager koi bat smag mai nahi aarahi ho tu plz aam logo say mat phocho jawab tu mai bi day sakta hon lakin jawab ka haq sirf mufti ko ha ksi aalim say rabta kran warna aap ka hi nuqsan ho ga,100,0
 koe jawab daga,100,0
 kia hua ap k sath,100,0
 mera sath bhut bura hua h,100,-1
 heme aur bhi takrir sunana hai,100,0
 ye kamal ka bnda ha bhot elam ha is k pass bhi subha nallah,100,1
 idhr sy sekh lo jitna sekhna h deen k bary men ye buhat he bara aalime deen h,100,1
 smj ni i yar mtlb,100,0
 poxt ko cheak kro or suno ye kia keh raha h,100,0
 kon jaleel alqadar moaviaabu sufyan hindamy foot,100,-1
 suna h mene ye,100,0
 mola ali kaha peda howe,100,0
 moula kis ko kehtay haiaur kisko keh saktay haibarahay karam wazahat kiy jiyeh,100,0
 in k liay to alfaz ni miltay,100,0
 boht payara biyan,100,1
 listen  ! facts  ayse bhi log zinda hain yarr ,100,0
 mashallah peyara beyan hai,100,1
 allah sab ko sharmi khya atta kary ameen,100,1
 sab ko ramzan mubarak ho,100,1
 beta tere liay hi to m ny share kra ta specially,100,0
 pahle ap apni islah or us sre ki islah kar len,100,0
 mulana sahb apna number send kr dain plz aik masla hai  sal se koi rasta nai ml raha,100,-1
 zanana be pardagi par bayan hota to bahut acha hota,100,0
 hazrat ali as ki shahadat ka bayan sunao sir,100,0
 haq buland kia aapne,100,1
 aik bar zara suno,100,0
 beshak ! subhan allah! allah humko kehne sunne se zyada amal ki taufeeq ata kare( aameen),100,1
 masha allah bohat acha bayan allah apko lambi zindagi aur achi sehat ata kara ameen,100,1
 beshak !subhan allah! allah humko amal ki taufeeq ata kare( aameen),100,1
 joh sona allah es par amal karna ki tuffiq ata farmiya amen,100,1
 hubab butt no mention kro oo lab nai raya sale name horbki rakya apna,100,0
 aap ki bayan se dil taza ho jata haiallah aap ko umar darazi farmayeaamin,100,1
 yeh video koi allah ka banda muje whats app kr dega m w krta hu jazak allah,100,0
 mashallah very nice koi sahk nahi,100,1
 ma sha allah boht khubsurt bt btai apny allah apko slamat rkhy aameen ,100,1
 mera haal sy umer b hae ,100,0
 plz koi   ka number dy sakta h,100,0
 mirza nadeem ahmad bhai saudia ka number pora send kr den,100,0
 sir  ap say mulakat karna chahta hun lahore ka koi schedule hay apka tu btain jazak allah,100,0
 tm kr tu lo phle,100,0
 ji bhai! tbhi jiski hony wali hai usko tage kra hai ,100,0
 allah pak ap ko lambi aur barkat wali zindgi atta farmay,100,1
 allah pak ap ko lambi aur barkat wali zindgi atta farmay ameen summa ameen,100,1
 assalamu alaikum dua mein yaad rakhiye ga,100,1
 molna ph allah rahmat kry aur humy amal ki tofiqa dy ameen,100,1
 mashalla allha pak slamat rakhy ameen ameen,100,1
 bht zabrdst beyn krte hen,100,1
 allah ap ko lambi zindgi atta farmye,100,1
 allah aap ke ilm me izafa ata farmaye,100,1
 subhanallah beshakki mohammed say wafa to hum teray hainya jahan chez hy kya loho kalam tery hain,100,1
 subhanllah allah ap k ilm or izafa farmy aamen,100,1
 subhan allah beshak muhammad mustfa allah ky peuary resol hin ya allah hmin maffrma sedky apni hebib key ameen,100,1
 is sahib ka nbr mil sakta hy kia kisi se molna sb ka shahzad malik from saudia araib,100,0
 ya allah apnin hbeb ky sedky hemin maffrma ameen,100,1
 mashallah apki baato se hazart mene bot kuch badla he apni zindagi mein,100,1
 masha allah beshak sahe bat he,100,1
 masha allah g allah pak khteeb sb ki zingdgi draz kry es dor main sea koi b khteeb ni jo etny peyary andaz main beyan krta ho or hwaly k sat,100,1
 is se bhar kar or kia chahye k allah taala apna dedar atta kary,100,1
 molana saab k full bayan kah sy mily gy,100,0
 dubara shuru hony wala hai kia,100,0
 mai hoo faha mith jao gi phir khu tu meray peechay bhagay jeya mera nahi lagay teray bin,100,-1
 abay salo ya hoti ha sachi mohabbat,100,1
 is drame ko continue karain plzzz plzzz,100,0
 me ne apne life me esa drama nahi dekha i love raju and hina,100,1
 raju bhai ap apna real name bta do plz plz,100,0
 danaish name hn bhai ka,100,0
 bht bht bhat achaaaa,100,1
 freeeha nazesh itna gusa sweety itna gusa nai karta itna acha drama tha yar,100,1
 sub se best hayeen,100,1
 thanksss ap na drama pasand kia sab fansssss na,100,1
 feeling sad ka abi end ho gaya ha :(,100,-1
 intizar rahy gha raju rocket  ka,100,1
 lush awesmesong toh bhttt pyra tha serial ka,100,1
 bhooot ahi zabardasat darma tha main daily dhkta tha i realy love it,100,1
 acha but bohat short tha ya mazeed chal sakhta tha,100,0
 dainsh ne tou midaan hee maar liya,100,1
 acha laga but end main story boring hogaye thi,100,-1
 bht acha abi chlna chahia tha,100,1
 bohot achcha plz comedy drama ziada dikhain,100,1
 mjhy to bohy achaa laga or raju g aap boht achy ho apki acting b zabrdst thi,100,1
 laali ka bara afsos ha,100,-1
 yaar end nae kerna chiyeah tha itni jldhi main to aik he dahkta tha,100,-1
 apun ko raju rocket bhut pyara lga aai,100,1
 kya samjhe,100,0
 humein raju rocket bhot acha lagalekin ap itni jaldi raju rocket khatam nhi krna chaiye tha,100,-1
 kam sa kam  episodes our chall sakti the,100,0
 yr atni jaldi end ni hona chaiya ta hogaya ab part  jaldi laho plz,100,-1
 abay saloo ya hota ha scha piyer,100,1
 ye to main zrur dekhunga or dekhta b hu qk raju ki actng mjhe bht aalaa lagti h or iski luv stry to kamal h !!! :*,100,1
 bohot tiet drmae hai yarbohot maza aya aur kia title song hai miss raju rocket drama,100,1
 aunty ziadah achi lgi,100,1
 waqai yr bht awsome drama tha :(,100,1
 end jaldi mai kia gya ha,100,0
 yar itni jaldi kiun khatam kardi ,100,-1
 wae i love the play kal me bht sad thi end hny per,100,-1
 han yr itni jalde q khatam krdia plz phr sy lgao plz,100,-1
 han bhot acha drama tha,100,1
 shukar hai ab iski jaga koe dhang ka drama start hoga :p,100,-1
 isy dang ka koi ni hai ur na is dramy sy koi acha ho ga very nice drama and god loking raju plz phr sy lgao mera dil buht khafa hai jb iski akhri qist the us din mera dil buht nrz tha thnk u hum tv ap ny aisa tait drama lgaya ik dam fantstic k maza a gya,100,-1
 nahiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii taniya madam ya baat theek nahi,100,-1
 koi to rook loooo,100,-1
 o noboht sa drama mis ho gya talit he nai rhte,100,-1
 apoon abhi eech dekhta hhainnnnnnnn,100,0
 ek aur ab new serial shuru karo raju rocket,100,0
 mooucha rona nai ache bache nai rote hmmm:),100,-1
 mai ny nahi dekhi,100,0
 yar bot tailing ho gaye ha dramey kia ab bus bore ho gaye hen  end ker doo abbbbb all the fun part is gone and frustation only is in,100,-1
 khtm ker do  toooooooooooooooo long ho gya hay,100,-1
 kamaal ki episode thie raju rocket <,100,1
 drama to ajeeb he kedia  startng main acha tha,100,-1
 hina se to dosri lalee ache hai yar,100,-1
 oye @salman khan laali khassi hai  hina tou sexy piece hai  raju ko chaye hai k hina ki hee gand maar dy,100,-1
 raju ko chahye hai k hina ko factory k toilet me pkar k phuddi maar de  faida isi mai hai,100,-1
 @cheeda tumhari kitni sisters hain kabhi unko bhi factory ke toilet me laao,100,-1
 main ny aj tk kabhe pakistani drama serial dekhe hi nhe hai aur muje is drama serial k kisi artist ka nam bhe nhe pata lekin bas achanak humtv par yeh drama serial dekha bhut acha laga ab main daily yeh drama serial dekh raha hn raju & hina bhut acha kam kiya hai ap donoo ny hats off to u aur han madam kahan hai un ko wapas lyein drama serial mhum miss kar rahe hain unhein,100,1
 nai kar aunty bachi hai,100,-1
 photo link do plzz,100,0
 had hai yar online !,100,0
 salam ap bilkol online nhee aty,100,0
 husband k liya khuch batay qaboo karny k liya,100,-1
 kia chez,100,0
 bhai khuch personal issues hy un ka hul pochna hy msg kar sakty hy ap koplz juldi jawab dana,100,0
 assalamu wallekum wa rehmat allahi wa barkatu ye videos mere mobile me open nai hote ap se guzarish hai mujhe likh kar ke msg bhejiyeplzzzz reply,100,0
 name shafqat mother name aasia khatoun age  job k lia aur achi life,100,0
 mujh bhi istakar krwan h,100,0
 name  walda soriya parween  piplan istikhara kary,100,0
 merabjanat ki hoor ka naam hy,100,0
 aysha eman rakh dia hai,100,0
 ap apni bati ka nam rako nalyn fatma je,100,0
 is byby ka nam pari wish hona chahy,100,0
 ashba mere bati ka name ha ap b rakh lo boot paraya name ha ok,100,1
 noor fatima qirat fatima ya nakushe zahra ye ino naam boht khusurt hy,100,1
 ap name rkho ammara bibi,100,0
 fatimah jesa koi name nai,100,1
 noor ul huda matlb hadayat ki roshni,100,1
 arshema mean asman ka chand,100,1
 tabeeragar acha laga to zaroor reply karian,100,1
 z wla ki b name rakh lain,100,0
 bhoray tilo kay lia treatment may all chez miss ho rahi hay wo kia hay please pata da,100,0
 gyh bta daen,100,0
 mera online business band karwaynge ye,100,-1
 kono firki le rha h,100,0
 randy orton ka beta hoga toh bolenge dekh randi ka larka aya hai,100,-1
 tag kar de usse :p,100,0
 bhai fyp report baaqi hai abhi,100,0
  ke baad karna phir :p,100,0
 old edition hoga,100,0
 tabhi main guide se parhta hu ncert ki jagah,100,0
 aur ky ho sakta hai,100,0
 kuj nai bhai whi hoga,100,0
 esa to meri maa ne bhi ni bola mere baare mein kabhi,100,0
 queen elizabeth got no chillwifi ka password and ghar kiraye pe de dete was too hilarious ,100,1
 mere comment pe likes dekhoor memes v dekh lena,100,0
" that one"" meghan pechay se sirakiki ha",100,0
 what you don't know who is meghan ya meghan waqai siraiki hai ya nahi,100,0
 no ur also a rajputtheatre nhi jalane,100,-1
 just look at these my godthe karai pe dedetey ha and batiyaan wala are the best ,100,1
 meghan kal se wifi password mang rae hainthe eff,100,-1
 hahahhaha hilarious  & after somedays queen be like aaja terey jin kadaan jerey tenu chain ni lein dendey,100,-1
 ye wifi ka password mang rahi hai data nahi hai faqeerni k pas,100,-1
 gol roti bnana seekh lena shadi se pehle ,100,-1
 hahaha ye b thek he sb kha len ge but saas to saas hoti he na use kon smjaey ga ,100,-1
 i just agree with batiyan band karo,100,0
 agar main margai tou prince charles zimmedaar hoga jo mujhay darwaazay k peechay se daraata hai ,100,-1
 sarayyy posts prhna zaroor ,100,1
 paisa bohat hai sukoon nahi hai ~ words i can't even say cus paisa nishtaaa,100,-1
 paisa nishtaaa parhai nishtaaa life nishtaaa,100,-1
 hahaha queen is on fireemegan ko password b nai de rhi ,100,-1
 megan peechy se saraiki hai :d,100,0
 these are hilarious meghan kal se palace k wifi ka password mang rae hai ,100,0
" this is hilarious  omg jeena ki yaad dila di is ""meghan fever"" ne tou lol",100,-1
 queen elizabeth urdu kbse bolne lgin,100,0
" aik aur tha ""meghan chotay ghar say aayi hay tbhi palace main roz ghum hojati hay""",100,-1
 no wtf meri janu zyada pyaari hay,100,-1
 meme py concentrate kar behenchod ,100,-1
 faltu baaten karky waqt zaya na kia kar,100,-1
 bechari queen ky problems,100,-1
 best one being: mehgan peechay se siraiki hai:p,100,0
 that meghan peechey se saraiki he tho,100,0
 point maar dia aap nay,100,0
" and that ""meghan kal se palace ka wifi password mang rahi hay"" ",100,0
 hahahhaha jee jee aisa hi hai ,100,1
 why so searious loug tou pooray chutiye hutay hain aapki tou baatein hi kafe hain chutiyapay ke lye!,100,-1
 is shadi nai  beta ap shadi word sy obsessed hain sirf shadi ka nam sun k ap serious horhi hain kuch arsay sy i m noticing,100,-1
 to mai jab yahan aaya tha tha tb konsa sakht tha ,100,-1
 rehnay do beta humsy na ho payega aur tum to mu bnd hi rkho bc bhara hua mobile tumhara phir b mar rha h   sim wala mobile,100,-1
 jese k watchglasses etcc! baqe to samjhdar bacha ha,100,0
 last one paisa bohat ha bohoot bohoot sara ,100,1
 meghan k saas check kar ,100,0
 adha palace karaye pe de do hahaha epic,100,0
 yr ye queen elizabeth pehly kahan the ,100,1
 pta he pagal mazak ni samajhte ,100,-1
 tri future saas ny y sb kehna try bary m ,100,-1
 jxi tri kaali zuban h tjhy hi aisi saas mily jo kisi k bary m kehta h usky khud k sath hota h,100,-1
 hai naaa or naey driver ko car crash ka pata nai tha,100,-1
 inka apna slag level ha,100,0
 haha wo tu pta hai mjhe bh lekin comments aise he hte pakistani saas k,100,0
 but that adha kiraye pe de  was hilarious ,100,1
 meghan peechay se siraiki he ,100,0
 jab bh bolna kachra hi ugalna :),100,-1
 bus ek baar yeh saraay post parrh lo,100,-1
 saas us time born hoti hai jab apne shadi ki ho and i'll never do that bruh ,100,-1
 hahahhahahahahh meghan wi fi ka password mang rahi hai,100,0
 yessss wo baray ghar say aye hai ,100,1
 wahi naaa and queen loves her the most saray paisay queen kay hai ,100,1
 hahah kch hisaaa karayyee pa dy dety hain ,100,1
 hm b sir ko kahen ge yehi karwain hmy haha,100,1
 waye waye kas anchi jung naba aba,100,0
 tum ho merii new meme partner tum bhi padho ,100,1
 nahh baba saaas saas hi rahygii ,100,-1
  acha lai to lanpar phr waha hm karan gay kia,100,-1
 assalamu alaikum hazrat sahib aap ko bahoot mubarak ho naya facebook page ki ,100,1
 allah pak tasbeeh khane ko qyamat tak abad rakheameen,100,1
 th senchery mainqadam qalam our quloob per alam geer mehnat ager kisi ne ki he to wo ap hain,100,1
 masha allahallah pak hakeem shb ko hamesha happy or tandrust rakhay or khairay or barkatay ata fermay,100,1
 hakeem sahib ki surat main hame ak asey marde momin ki srbrahi mili he jis se hmari dunya or aakhrat dono sanwerjaaengi inshal allah allah paak unhe lambi umer sehat o tandrusti k sath ata farmae aameen,100,1
 mein uk mein rahta hoon and app kay dars her waqt sunta hoon or bahhot khoish hey kay kisi din lahore tasbeeh khana akar aap kay pas beit kay kuch ilm hasil karoon,100,1
  allah aap ko aur aap kay ghar walon khush rekhay aur lambi umar rizq and barkat ata farmai ameen,100,1
 hazrat ed me namaz mastoorat nay parhnay jana sahe hay,100,1
 ubqari admincity p hazrat g k program rahe hidayat k tamam episodes apny ubqari k fb p dal denus me bht achy nushkhy hanjo k hum ubqari k fb p asani se dekh saky gaytv p kabhi lite nae kbhi koi ajaeplz wo sub programs ubqari ki fb p dal denus me bht achy nushkhy or wazaif han,100,1
 ubqari june  main jinat ka pedashi dost main jo ammal h kiya wo girls apny ghar main rah ker ker sakti hain urgent ans dain,100,1
 hazrat psoriasis ki bemari hy koi illaaaj btaie,100,0
 mre papers hy  june se plz koe wazifa bta dy ur dua krye ga,100,0
 mashallah allah qabool farmay ameen,100,1
 hazrat sahib wqt lena he,100,0
  kaash app england mein hotey,100,1
 ye mehnat sab k samne ayan heis mehnat ke lakhon gawah hainis mehnat ki gawahi berailwi bhi dega deo bandi bhi dega ah le hadees bhi dega ahle tasheeh bhi degajisko shak he wo qareeb ja ker daikh le,100,1
 app k ana mubarak ha ameen,100,1
 shab e jumma jo hazrat ali ny memory increase karny ky liye parhe thy wo parhny ka tariqa bata dain  ,100,1
 ziddi or bttameez bacho k lye koi wazifa btadyn plzzzzz,100,0
 hakeem sb m bht achi namzin prh rhi thy quran b wazaif b ab fjr ke nmz m uthti hn bht neend ati h or prh k so jati hn uthny ko dil ni krta phly prhly k ley uthtithy or soraj neklta tha soti thy ab sari roteen khrab ho gy h bht thkwat ho jti h kush kam m dil ni lgta plz kush bta dain,100,-1
 jo log insolin lgty hin wo ajtma min kaysy ayeen whan insolin rkhny ka koi intzam nhi as pr as dfa zrror kuch sochyeen hum b ana chhty hin,100,0
 aslaam o alakum  hazrat saab m ap k dars  saal sy pabandi sy sun raha hoo  aur kuch ap k bty hoy aamaal bhi kiye,100,1
 sir ap k sb dars behtareen ba'kamaal hainallah hum sub ko in aamaal pe chalny or qaim rehny ki taufeeq ataa farmaye aameeeenn,100,1
 mjhe istikhara krwana hai,100,0
 kiya ubqari ki website p likh doo ya isi facebook p post kr doo,100,0
  m woo sb kuch private rakhna chahta hoo k kis amal sy kiya kiya faeedy hoy ,100,0
 aj ramzsn ul mubarak kay saray dars ki recordings ghayab hainna eng men hain na urdu menplz wesite ko theek kerdenpurani website ziada achi the,100,-1
  jis k bhut sy faeedy mily m kuch us k baary m likhna chahta hoo  ,100,1
 aur ap meri rehnumai bhi farmaa dyen tu ap ki mehrbaani hoo gi k kaun sa wazifa ab kitni taadaad m parho aur kaun sa na parhoo ,100,0
 asslamoalaikum hazrat ji eid mubarak,100,1
 aur m surat taubaa ki akhri aayat ki ijazaat lena chata hoo ya surat moomenoon ki akhri ayaat ki jis ki marzi ap dy dyen ,100,1
 mujhy shook hy k m koi aik wazifa aisaa hoo jo hr waqat parhta rahooo,100,0
 website kb theek hogi yaaraik din chalti hai to kch dars aglay din wo dars ghayab dosray hazir,100,-1
 aslam o alikum hakeem sahb eid mubarak,100,1
 mere pyare mursheed gee ko bht bht eid mubarakallah pak hamare mursheed gee ka saya hum p hamesha salamt rakenameeen,100,1
 khair mubarak murshad g or tamam sathiyoun ko eid mubarak,100,1
 asa peroo murshad mare mare famile ke taraf sah app ko eid ke dahro hoshyah mubark allah pak app ka sayah hamary saro par salamat rakhy ramzan mai tasbeh khany sah johreh rahy barah acha laga allah app ko hamat taqat ata farmahy ameen,100,1
 eid mubarik hakeem sahab or ubqari team jazak allah apne ramzan me hame bht sy anmol moti die,100,1
 allah apki nasloo me kher o barkat ata kre,100,1
 hazrat g ap ko bhi eid mubarak,100,1
 eid mubarak to our murshad n all ubqari team,100,1
 khair mubarakapp ko b eid mubarak,100,1
 hum sub k lye dua farma day ap ko eid mubark ho allah ap ko salamat rakhay,100,1
 khair mubarak to murshid and all ubqari team,100,1
 apko bhi eid mubarak,100,1
 mashaaallah bht maza aya is ramazan ap k dars sun k malik humain ap ki bataen bataon amalon pe amal karne ki aage b toufiq de ameen ap ko ap ki team sab ko ebadaat dars r roze qaboool farma aameeen,100,1
 eid mubarak aapko bhi,100,1
 aap sab ko bhi eid mubarak,100,1
 hazrat ji dua kijiyeinamulhasan,100,1
 hum bilkul jaag rahe hain hakeem sahibap humain khaas duaoon main yaad karen hamare ache naseeb k liye dua kare,100,1
 pehle nae thi elm main baatain ab ap ne bataien hain in raaton ki ehmiat tu bilkul nafl tahajud zaroor parhen ge,100,1
 app ko b hakeem sahib,100,0
 laila tul jaiza mubarik,100,1
 khair mubarak pir g,100,1
 aoa hazrat sb ap ko or ap ki pori team ko eid mubarik allah pak ap per rehmat ka saya hamesha rakhyn ameeen duaon main yad rakhy ga,100,1
 khair mubarakaur ap sb ko b eidmubarak,100,1
 khair mubarak duao me yad rkna,100,1
 ao a ap sub ko bhot eid mubraak,100,1
 eid mubarak to all ubqari member's and also all pakistani alhumdulillah allah bless every one and bless molana tariq mahmood sahab,100,1
 eid mubarakplz website theek kerwadain or dua bi kerdenweb site bilkul theek nai chal rahiaj ramzan ka aik bhi dars nai khul raha na eng men na urdukal sirf eng walay link pe dars thay aj wo bhi ghayab,100,1
 app ko bi mubarak hazarat jee,100,1
 khair mubarak g hazart saab aap ko aur aap sari teem (ubqari) ko allah aapne hafez eaman main rakhey aap ko ta hayeet salamat rakhey border allah bless you murshad g,100,1
 apko bhi eid mubarak dua ma yaad rakhen,100,1
 hurray mara am hi bata the  sale road accident ma for ho hay us ki mgfrt ki due frmyan,100,-1
 norway main bhi aaj eid he please pray for us,100,1
 dua mai yad rakhay ga all family members,100,1
 kya baat hey hazrat hakeem sahab key,100,1
 mere husband ahsan ki business main kamyabi ki dua please please please,100,1
 halka kashfulmahjob ka dars kaha sy sun skty hn,100,0
 adat hogayee he hazrat ji k daily dars ki even midnight wala bhi uth k sunna he throughout ramazan dil udas he k ab daily hazri nahi hogi dars main ,100,-1
 surah yaseen ki ayat ha or gunahgar apny chero se pahchan liye jain gy,100,-1
 hazrat g aap haqeeqtan allah kareem ka inaam hainaap ki batain sun k emaan barh jata hi,100,1
 ya allah hmary kisi gunah gustakhi ki wja se tasbeeh khanay se door na krna or hmain mehroom na frmana,100,1
 mery walidain moqadma jeet jay or allah hamary band rastay khair k sath khol dy ameen,100,1
 allah sub musalmano ko hidayat ata kary or sub bimaro ko shifa ata kary ameen,100,1
 allah mery bety wajahat hussain or meri nasloon k ilm me izafa kry or kamyabi ata kary ameen,100,1
 salam shuru k ramzan mai jo dua bataie thi  bar prhny ki to us ky mashallah buht faidy hasil hoy hy ,100,1
 aoa hazrat ji dua pls main dars aur baki sub achay say sun sakoon samaat bilkul khatam hai jaisay,100,0
 mery shoher ke liye dua kijeye kikurufat se pecha chut jaye naik ho jaye,100,1
 mere murshad ki baten ,100,0
 ya allah sukh wala zindge ka sathi naseeb frma,100,-1
 bht anmol baten,100,1
 mera murshad uchaa,100,1
 mere murshad jesa koi nahi,100,1
 hazrat g pardes walon k liye dua,100,1
 hazrat g mere liye khas dua,100,1
 hazrat g dua ki iltija hy,100,1
 hazrat g ki har bat la jwab,100,1
 ya allah hmari peshanion ko sajdon se mehroom na frmana,100,1
 achi jga job k liye khasoosi dua frma dain,100,1
 sehat or afiat k liye khasoosi duaon ki darkhast,100,1
 ya allah is saal mujeh hajj naseeb frma,100,1
 ya allah rozon k bad b tahajud naseeb frma,100,1
 murshid pak achi jga job k liye dua frma dain,100,1
 sehat or afiat ki dua frma dain murshid kareem,100,1
 bari dair kardi meharban aty aty,100,-1
 eman or amaal wali zindge k liye dua frmyen,100,1
 allah hamain tasbih khany me ana nasib ho ameen,100,1
 allah meri behno k nasib khair k sath khol dy ameen,100,1
 allah hamain hajj ki sadat ata kary ameen,100,1
 allah meri behan ko ulad ata kary ameen,100,1
 ya allah zikar ki brkaat atta frma,100,1
 ma sha allahlafz lafz moti hai chunn lo allah walon,100,1
 aj ka dars kamal hai ma sha allah,100,1
 ya allah ishq nabi atta frma,100,1
 ya allah eman naseeb frma,100,1
 eeman ki salamti ki dua kigiayga,100,1
 murshid kareem kram ki nazar ,100,1
 allah maray murshad ke sada hifazat farmay,100,1
 qaad k liye bht achi ha,100,1
 kajoor khlain,100,0
 ap maray lay deu karna,100,1
 khas dua ki darkhwast,100,1
 duwa ke darhkast ha marry aur mari famliy ky lye,100,1
 be shak aamaal ka daromidar niyato par ha,100,0
 ya rahman sub dekhnay sunnay walo ki munn ki hajat puri farma,100,1
 salam hazrat sahab duao mai yad rakhye ga,100,1
 sb betoun k achy rishotun k leye bohat dua karen,100,1
 meri or ahlo ayal k lye dua kry,100,1
 achy naseeb ke dua karen,100,1
